OBJECTID,FID_,Country,ISO,COUNTRYAFF,AFF_ISO,Country_1,ISO_2,ISO_3,SPI,BNeeds,FWellB,Opport,Nut_BMC,H2O_Sani,Shelter,Per_Safe,Know_Acc,Info_Acc,Health,Enviro_Q,Rght_Per,Free_Cho,Tol_Incl,Ed_Acc,Under_N,Food_Def,Mortal_M,Mortal_C,D_Infect,H2O_pipe,H2O_Rur,Sani_Acc,Hous_Aff,Elec_Acc,Elec_Qal,HH_Air_D,Homicide,Crim_Vio,Crim_Per,Pol_Terr,Traff_D,Literacy,Enroll_P,Enroll_S,Enroll_G,Phone,Inet,Free_Prs,Li_Ex_60,D_Non_C,Suicide,D_O_Air,H2O_Trt,Biodev,Gr_Gas,Rght_Pol,Free_Exp,Free_Asb,Pri_Prop,Free_Cho1,Free_Rel,Marr_E,Contrac,Corrupt,Tol_Imm,Tol_Gay,Disc_Min,Tol_Rel,Safe_Net,SchYrsT,SchYrsW,Ed_Ineq,Uni_Rank,Uni_RPct,FoodDefC,AdLitC,Ed_Sec_C,Ed_Sec_G,PhoneC,GGasC,UniRankB,UniRPctB,Shape__Area,Shape__Length
92,0,Myanmar,MM,Myanmar,MM,Myanmar,MM,MMR,55.69,66.23,61.28,39.57,85.39,56.5,57.16,65.88,85.42,54.55,59.29,45.86,31.21,64.8,35.91,26.35,14.2,103.0,178.499520528,50.0,168.017452234,8.16,74.3998151,79.5544837,0.820141187996,52.36256,2.72,91.975397663,2.5,2.5,3.0,4.0,20.3,93.09,94.53,51.29609,1.0258,75.68406821,21.8,42.08,16.75091,583.6,4.905946116,93.703449238,0.0,57.74, ,14.0,7,0.34,10.00,0.871644968477,2.0,0.07,71.7,28.0,0.437519335439,0.292641636909,9.9,2.0,0.792059852875,0.34,7.74,0.19,0,0.0,103.0,93.09,51.29609,0.0258,75.68406821, ,0,0,574123542274.897,8909065.03035686
77,0,Nepal,NP,Nepal,NP,Nepal,NP,NPL,60.08,69.69,65.2,45.35,88.88,58.04,56.48,75.35,81.43,64.46,63.95,50.98,55.76,54.49,61.58,9.58,7.8,51.0,258.414286194,35.8,200.807416695,24.08,91.7715798,45.793182,0.812466521683,76.3,1.82,113.271689042,2.9,3.0,2.0,2.5,17.0,64.66,97.11,69.57147,1.07498,96.74910847,17.58161801,32.62,17.39044,410.7,7.853970601,113.235134631,0.0,76.59,588.48,24.0,9,0.70,30.00,0.806556590501,3.0,0.29,64.6,29.0,0.796235377971,0.834520365113,9.5,3.0,0.837043649003,0.11,3.6,0.41,0,0.0,51.0,64.66,69.57147,0.07498,96.74910847,588.48,0,0,131660296196.383,2346874.62628428
157,0,New Zealand,NZ,New Zealand,NU,New Zealand,NZ,NZL,89.3,93.86,88.72,85.31,99.2,100.0,85.23,91.0,97.38,93.05,80.74,83.72,94.08,88.16,83.89,75.09,5.0,8.0,11.2364035087,5.7,12.0019877784,100.00,100.0,,0.405358482317,100.0,6.30,0.0,0.9,1.5,2.0,1.0,6.0, ,99.06,117.49002,1.0597,121.8345852,88.22288882,10.01,24.70868,230.3,10.896923777,8.966534369,70.192,92.75,535.21,40.0,16,0.85,95.00,0.92420709811,4.0,0.08,83.7,90.0,0.888650517539,0.785515473665,3.8,4.0,0.935352578318,1.19,15.04, ,15,0.486623022739,8.0, ,100.0,0.0597,100.0,535.21,5,5,265402366325.461,8733598.65885041
78,0,Pakistan,PK,Pakistan,PK,Pakistan,PK,PAK,51.54,64.38,54.34,35.9,78.34,66.89,57.99,54.3,61.82,48.0,58.79,48.74,46.18,52.09,22.43,22.91,22.0,172.0,177.94475713,81.1,139.414778095,38.83,89.9098204,63.5030756,0.591140763798,93.6,2.39,120.404607151,7.8,4.0,4.0,4.5,14.2,56.44,80.23,44.52587,0.79272,66.91662303,18.0,48.52,17.816,690.2,3.529378955,136.318942532,0.1,70.04,411.86,21.0,6,0.59,30.00,0.631267846744,2.0,0.11,49.6,32.0,0.464533899935,0.0166463415846,9.7,1.0,0.626921285078,0.19,4.26,0.44,9,0.0817231476163,172.0,56.44,44.52587,0.20728,66.91662303,411.86,4,2,793363687991.091,6910857.6614621
87,0,Philippines,PH,Philippines,PH,Philippines,PH,PHL,67.1,71.88,71.18,58.23,88.65,71.59,68.54,58.74,92.61,67.19,61.04,63.89,63.31,66.69,55.38,47.56,13.5,93.0,114.147673505,28.0,173.686248126,43.13,90.260738,73.934905,0.632902327297,87.5,3.99,79.380878014,9.9,4.0,4.0,3.5,10.5,96.62,98.03,88.38892,1.09835,115.7514163,40.7,44.66,17.10152,527.1,5.919326941,77.299831901,2.583,86.16,274.18,27.0,14,0.65,30.00,0.904216088735,4.0,0.05,54.7,35.0,0.604179915516,0.619785057901,8.1,3.0,0.818583433712,0.70,11.82,0.12,5,0.0331021306641,93.0,96.62,88.38892,0.09835,100.0,274.18,3,1,243313631300.695,13265781.7748703
93,0,Singapore,SG,Singapore,SG,Singapore,SG,SGP,,,82.97,71.06,,100.0,94.28,93.9,85.93,75.07,83.78,87.11,60.85,83.23,69.53,70.62,,,9.98423945072,2.7,83.4623292604,100.00,,100.0,0.750700511786,100.0,6.81,0.0,0.3,1.0,2.0,1.0,3.6,96.77,79.06,85.53201,0.97259,146.5260072,82.103,52.96,25.48335,209.2,9.06075511,32.453975291,100.0,72.26,141.59,19.0,9,0.54,90.00,0.862820201197,2.0,0.0,75.1,84.0,0.65841749714,0.254035653004,2.8,4.0,0.916392961543,1.73,13.83, ,5,0.25612105832,,96.77,85.53201,0.02741,100.0,141.59,3,4,451512939.538818,83805.7588361389
88,0,South Korea,KR,South Korea,KR,"Korea, Republic of",KR,KOR,82.08,91.74,83.96,70.54,99.22,92.44,88.16,87.13,97.25,86.36,72.44,79.78,72.43,70.04,63.28,76.4,5.0,4.0,11.0110550034,3.4,27.9309778646,92.93,87.9498446,100.0,0.582071546834,100.0,6.17,0.0,0.7,1.0,2.0,2.0,12.0,97.97,96.46,97.73029,0.98875,118.4619172,89.64863086,28.58,24.99283,211.8,27.745607076,27.366468566,82.4244642,69.34,434.63,32.0,13,0.63,70.00,0.561290714991,4.0,0.0,81.7,53.0,0.55955231113,0.309787287182,3.1,4.0,0.796389613381,1.94,14.62,0.26,42,0.160302118564,8.0,97.97,97.73029,0.01125,100.0,434.63,8,3,92065447292.1133,2854398.91885822
63,0,Sri Lanka,LK,Sri Lanka,LK,Sri Lanka,LK,LKA,66.16,76.3,72.75,49.42,87.19,78.05,71.29,68.68,95.47,64.22,62.15,69.15,53.6,66.21,34.11,43.76,22.0,192.0,30.2935960232,9.8,39.759979882,33.59,94.9523972,95.1130681,0.486464097107,88.66256,4.41,45.13313761,2.9,2.0,3.0,4.0,17.4,92.61,97.33,99.72451,1.0459,110.5858631,29.98873755,44.96,20.65357,290.6,28.049256071,41.862885701,0.0,81.98,214.31,24.0,9,0.57,40.00,0.873877685799,2.0,0.09,71.3,36.0,0.552273793168,0.0283644025207,9.2,1.0,0.860281678894,0.52,11.6,0.13,1,0.0529090909091,192.0,92.61,99.72451,0.0459,100.0,214.31,1,2,54408684043.3418,1430834.19888961
14,0,Syria,SY,Syria,SY,Syria,SY,SYR,,,,,,,,,,,,,,,,,,,,,, ,,,,, ,,,5.0,5.0,5.0,, , ,,,,,81.35,,,,,,31.17, ,-3.0,2, ,10.00,,,,57.3,13.0,,,10.0,,, ,, ,0,0.0,, ,,,, ,0,0,176268986643.218,2111203.05813871
79,0,Tajikistan,TJ,Tajikistan,TJ,Tajikistan,TJ,TJK,58.87,71.91,67.97,36.74,78.36,67.83,72.92,68.52,93.58,58.74,65.89,53.68,16.35,48.02,46.83,35.78,33.2,250.0,31.9818019109,44.8,75.0747477471,44.77,66.7177797,95.0279569,0.675674347228,100.0,3.68,60.594116803,1.4,3.0,3.0,3.0,18.8,99.78,99.30,87.89465,0.89888,98.59026032,18.98,50.34,18.39519,460.3,4.946791159,105.257995892,2.25,74.2,489.26,1.0,2, ,20.00,0.574657329859,1.0,0.13,55.5,25.0,0.401044028587,,7.6,4.0,0.832613799401,0.26,11.78,0.07,0,0.0,250.0,99.00,87.89465,0.10112,98.59026032,489.26,0,0,137144400085.662,3203881.21863218
95,0,Thailand,TH,Thailand,TH,Thailand,TH,THA,68.51,82.12,74.12,49.28,94.99,85.01,86.76,61.73,94.86,66.87,67.31,67.45,37.3,72.02,37.51,50.3,7.4,53.0,20.2863095935,12.3,121.241336546,56.57,97.9863768,92.9735036,0.880178954713,100.0,5.06,23.388504633,3.9,3.0,3.0,3.0,36.2,93.98,95.89,129.00171,0.9448,152.7312472,39.31612674,44.53,21.04971,369.2,15.830728807,51.368924323,11.52,86.08,409.54,7.0,6,0.48,40.00,0.907065401531,3.0,0.11,90.6,35.0,0.23401152645,0.323513891127,9.0,2.0,0.904072877097,0.54,10.09,0.16,12,0.143117493122,53.0,93.98,100.0,0.0552,100.0,409.54,5,3,430325865314.834,6687506.94382876
64,0,Turkmenistan,TM,Turkmenistan,TM,Turkmenistan,TM,TKM,,71.11,57.83,,93.65,44.74,77.81,68.23,93.86,45.57,56.56,35.32,9.49,58.37,59.56,,5.0,22.0,42.0231364322,51.4,58.4581283537,53.59,34.5999963,62.6935425,0.316457791861,100.0, ,1.018884541,4.3,3.0,3.0,3.0,17.4,99.69, ,85.34142,0.96289,145.9387545,14.99677482,83.44,16.65668,597.6,8.763687219,100.431940518,9.8,49.93,1680.56,0.0,1, ,5.00,0.691096613046,1.0,0.05,75.4,22.0,0.723679165716,,6.8,4.0,0.91123999982, ,14.01, ,0,0.0,22.0,99.00,85.34142,0.03711,100.0,1500.00,0,0,536632109781.047,4328852.64451561
65,0,Uzbekistan,UZ,Uzbekistan,UZ,Uzbekistan,UZ,UZB,62.02,82.58,61.34,42.12,94.76,76.79,88.08,70.7,98.04,52.06,60.06,35.22,5.31,68.0,55.78,39.39,5.0,29.0,35.9338210343,39.1,46.4373762044,47.37,80.9064671,100.0,0.847399948511,100.0, ,28.402465978,3.2,3.0,3.0,3.0,11.2,100.00,98.88,95.92394,0.98248,73.31992547,42.8,61.15,18.38441,552.4,10.462971841,98.273775075,0.0,56.18,1706.55,0.0,0,0.06,15.00,0.975171153509,1.0,0.05,82.3,21.0,0.724252365765,,7.3,3.0,0.940068197861, ,12.97,0.01,0,0.0,29.0,99.00,95.92394,0.01752,73.31992547,1500.00,0,0,440822969738.068,5799927.97514641
98,0,Vietnam,VN,Vietnam,VN,Vietnam,VN,VNM,,78.82,,41.91,92.29,71.68,76.29,75.03,,59.12,73.79,61.19,23.71,66.09,49.75,28.08,11.0,83.0,54.1130855962,21.7,69.557466213,27.23,96.8589451,77.9891286,0.586513829158,99.0,4.37,37.413282553,1.5,2.0,2.0,3.0,24.5,94.51,99.87,,,130.6396858,52.72,74.27,22.53423,375.5,8.614927356,54.661143804,0.1525,82.37,605.85,3.0,4,0.39,15.00,0.853197958404,2.0,0.1,78.2,33.0,0.445839088977,0.20485857755,6.2,3.0,0.870411956122,0.22,9.65,0.18,0,0.0,83.0,94.51,,,100.0,605.85,0,0,274140456215.407,6786323.36523283
246,0,Albania,AL,Albania,AL,Albania,AL,ALB,70.97,85.53,78.35,49.04,98.17,90.69,80.45,72.82,95.99,78.81,74.99,63.62,60.53,54.87,48.6,32.16,5.0,8.0,28.5968451652,14.0,17.1625529444,81.97,95.2322831,93.2337102,0.686077897855,100.0,4.45,21.764957637,4.0,3.0,3.0,2.0,15.1,97.55,98.96,95.76549,0.936,106.3802068,63.2529327,29.92,21.58236,340.6,5.262085688,42.892069905,5.136225,54.12,257.69,28.0,13,0.56,35.00,0.716607300179,4.0,0.07,26.9,39.0,0.526178677436,0.106410719793,4.7,4.0,0.624360384252,0.07,12.26,0.12,0,0.0,8.0,97.55,95.76549,0.064,100.0,257.69,0,0,28133500089.1685,941886.344758735
67,0,Armenia,AM,Armenia,AM,Armenia,AM,ARM,69.01,85.83,76.49,44.7,96.85,96.42,77.71,72.32,95.69,77.91,66.12,66.26,43.06,49.32,39.84,46.58,5.8,41.0,25.3260597312,14.1,19.5058528616,99.33,100.0,89.4950839,0.382966665074,100.0,4.78,4.497291229,2.0,2.0,3.0,3.0,18.3,99.77,96.42,88.50236,1.01056,115.8898894,58.24933222,28.79,19.60776,481.9,7.282521256,62.051077839,11.4905,87.43,393.71,16.0,9, ,20.00,0.54553072071,2.0,0.08,42.7,33.0,0.526060777368,0.0178480386387,5.6,2.0,0.691058990878,0.88,13.1,0.04,0,0.0,41.0,99.00,88.50236,0.01056,100.0,393.71,0,0,28945200204.707,1168496.56960022
18,0,Austria,AT,Austria,AT,Austria,AT,AUT,87.98,95.72,89.56,78.64,99.53,100.0,90.15,93.22,98.0,90.7,78.77,90.78,93.93,84.41,73.76,62.47,5.0,8.0,3.80282083857,3.5,8.8858557187,100.00,100.0,100.0,0.584668059261,100.0,6.61,0.0,0.5,1.0,2.0,1.0,5.4, , ,100.02189,0.95284,157.4082637,83.9263,13.18,24.14899,232.6,12.523667829,22.913016437,94.3061733333,93.33,211.83,37.0,16,0.93,90.00,0.87983525516,3.0,0.0,83.1,75.0,0.737950007147,0.682671231462,4.0,3.0,0.926318595998,0.56,13.29,0.03,13,0.292503000999,8.0, ,100.0,0.04716,100.0,211.83,5,4,87081191626.6909,1966041.65298516
49,0,Belarus,BY,Belarus,BY,Belarus,BY,BLR,67.8,87.2,67.37,48.84,99.29,95.42,78.74,75.36,99.5,69.25,45.11,55.61,23.49,61.58,48.0,62.29,5.0,8.0,4.25931368563,4.6,19.5997112377,91.48,99.0595529,94.3238449,0.35355725679,100.0, ,1.789893759,3.6,2.0,3.0,2.5,13.7,99.72,99.95,107.11942,0.98697,123.6360037,62.23036091,54.32,18.82214,684.3,31.712657074,81.801839406,7.18,73.06,646.02,5.0,3,0.36,20.00,0.603497419187,2.0,0.04,72.4,40.0,0.390106704672,0.0910948419233,7.1,4.0,0.886056795096, ,14.86,0.04,3,0.109263842119,8.0,99.00,100.0,0.01303,100.0,646.02,2,3,228353588678.61,2758349.89570049
32,0,Belgium,BE,Belgium,BE,Belgium,BE,BEL,87.15,93.27,87.84,80.34,99.19,99.83,90.18,83.87,95.03,90.62,75.67,90.03,89.44,84.79,75.17,71.94,5.0,8.0,6.97113752888,4.1,28.9069701743,100.00,100.0,99.4847994,0.675983414649,100.0,6.21,0.0,1.8,2.0,3.0,1.0,6.7, ,99.83,164.81173,1.13389,115.6907852,85.0529,14.18,24.06325,252.2,16.768330534,24.756530183,89.77596,100.0,277.78,40.0,15,0.86,80.00,0.862861223134,3.0,0.01,86.0,77.0,0.707329628503,0.845607097688,4.4,3.0,0.925279247327,1.17,14.51,0.08,16,0.38490653546,8.0, ,100.0,0.13389,100.0,277.78,6,4,32705872693.173,1069996.34461743
247,0,Bosnia and Herzegovina,BA,Bosnia and Herzegovina,BA,Bosnia and Herzegovina,BA,BIH,,86.4,,44.99,99.25,94.85,75.08,76.43,,76.38,73.4,50.22,52.93,47.66,43.42,35.96,5.0,8.0,11.2507599244,5.4,10.3900196563,87.21,99.9992611,94.7820814,0.488267726477,100.0,4.59,42.10351035,1.3,2.0,3.0,2.0,17.7,98.49, ,,,90.15196021,65.0655028,28.45,20.59653,337.0,5.137419066,48.50065161,0.0,36.62,784.35,21.0,10,0.68,20.00,0.587788220558,4.0,0.17,27.9,39.0,0.483515823566,0.0713202554471,7.0,3.0,0.792406705435, ,11.3,0.13,0,0.0,8.0,98.49,,,90.15196021,784.35,0,0,51909844003.5518,1228715.61205745
254,0,Bulgaria,BG,Bulgaria,BG,Bulgaria,BG,BGR,74.42,88.18,76.54,58.52,98.7,94.74,83.42,75.86,96.27,75.33,62.82,71.76,68.17,58.77,49.34,57.81,5.0,8.0,10.8490310237,10.4,18.7087010549,99.08,98.9825688,85.9820705,0.74055292553,100.0,4.62,10.470810957,1.6,3.0,3.0,2.0,8.3,98.39,95.14,99.01635,0.96856,129.271715,56.6563,34.46,19.55382,521.4,10.925612878,69.713173434,60.8093964,88.98,531.55,33.0,14,0.70,30.00,0.65624296748,2.0,0.09,61.0,41.0,0.255592728433,0.217985634836,5.3,3.0,0.92443986208,0.85,13.62,0.06,2,0.154133492022,8.0,98.39,99.01635,0.03144,100.0,531.55,2,3,110480287175.013,1867200.25934389
248,0,Croatia,HR,Croatia,HR,Croatia,HR,HRV,78.04,91.8,82.26,60.06,99.37,98.77,85.82,83.26,97.83,81.32,69.73,80.13,73.88,64.95,45.36,56.05,5.0,8.0,8.47980866191,4.3,11.2864182906,99.64,99.6633292,96.9766935,0.600724928241,100.0,5.77,9.256757039,0.8,2.0,3.0,1.0,9.2,99.27,98.73,98.99999,1.0378,103.7666724,69.8031,27.91,21.45268,355.1,13.522990048,43.202759116,50.22907,98.96,272.50,37.0,14,0.78,35.00,0.635724617342,4.0,0.02,59.3,49.0,0.342471002699,0.296306304048,6.0,3.0,0.751374461885,0.72,12.57,0.04,1,0.405465461487,8.0,99.00,98.99999,0.0378,100.0,272.50,1,4,56669425221.7246,3493034.93845507
4,0,Cyprus,CY,Cyprus,CY,Cyprus,CY,CYP,81.15,90.63,84.31,68.52,99.51,100.0,81.85,81.15,99.05,83.88,81.28,73.02,84.95,71.04,52.96,65.12,5.0,8.0,6.92962026907,2.7,13.4295967483,100.00,100.0,100.0,0.461212591044,100.0,5.27,0.0,0.1,2.0,3.0,2.0,5.2,99.06,98.60,99.77831,0.99277,95.40034086,71.7159,18.26,22.45918,220.8,3.17595659,21.422289137,14.9,78.23,291.93,38.0,15, ,70.00,0.729348495379,3.0,0.02,,55.0,0.61452369265,0.349568441221,6.5,3.0,0.780219845337,1.32,14.64,0.13,2,0.270058655761,8.0,99.00,99.77831,0.00723,95.40034086,291.93,2,4,8569324148.76367,558457.694731643
19,0,Czech Republic,CZ,Czech Republic,CZ,Czech Republic,CZ,CZE,84.22,95.5,85.0,72.15,99.39,99.71,89.98,92.92,98.79,88.67,72.24,80.3,86.91,76.5,57.86,67.33,5.0,8.0,4.41507630761,3.4,20.6550579489,100.00,100.0,99.1146843,0.636012844299,100.0,6.39,1.812069422,0.7,1.0,2.0,1.0,6.1, , ,105.12585,1.00487,123.1557215,81.2986,16.66,21.95023,329.1,12.014560343,42.353093158,63.007634,100.0,426.99,38.0,15,0.85,75.00,0.797598468031,3.0,0.0,82.8,55.0,0.35887419566,0.491066036874,5.0,3.0,0.919968147414,0.54,14.47,0.01,13,0.566104666718,8.0, ,100.0,0.00487,100.0,426.99,5,5,83425083121.8882,1635523.05991892
21,0,Denmark,DK,Denmark,DK,Denmark,DK,DNK,90.57,96.79,90.86,84.06,99.28,99.87,94.27,93.75,98.49,95.64,77.91,91.39,97.89,89.83,78.29,70.24,5.0,8.0,6.49691656058,3.5,27.0879168533,100.00,100.0,99.5972251,0.764157251875,100.0,6.75,0.0,1.0,1.0,2.0,1.0,3.5, ,99.54,129.86802,1.03551,128.3419376,96.3305,8.89,23.25526,248.0,10.351308447,21.368748276,91.5954306,97.6,213.35,40.0,16,0.97,95.00,0.948230537063,3.0,0.0,80.4,90.0,0.803130977123,0.85872898858,4.6,3.0,0.95315484059,0.95,15.13,0.03,13,0.438846844216,8.0, ,100.0,0.03551,100.0,213.35,5,4,48158314176.4148,3904257.35371239
50,0,Estonia,EE,Estonia,EE,Estonia,EE,EST,82.96,91.97,85.19,71.71,99.46,97.76,87.24,83.41,97.4,91.46,70.52,81.4,91.92,78.59,50.25,66.08,5.0,8.0,9.32104760736,2.9,13.0927106567,96.84,98.9569122,97.2323658,0.671959454033,100.0,5.74,7.696871762,3.1,2.0,3.0,1.0,7.0,99.82,94.94,115.17822,0.99251,148.6880842,88.4066,14.31,21.97675,347.9,14.177178673,25.853392435,71.860259,100.0,625.43,38.0,16,0.85,90.00,0.802910534217,4.0,0.05,76.6,70.0,0.273448614035,0.257902957959,6.8,4.0,0.919409041484,1.10,14.47,0.02,3,0.407758901728,8.0,99.00,100.0,0.00749,100.0,625.43,2,4,53574882855.6289,1957195.26543705
52,0,Finland,FI,Finland,FI,Finland,FI,FIN,90.53,96.16,89.52,85.9,99.65,99.24,92.64,93.13,96.46,94.77,77.08,89.77,95.77,91.69,84.04,72.12,5.0,8.0,2.6131108675,2.3,9.42616288075,100.00,100.0,97.6456582,0.712785813091,100.0,6.61,0.0,1.6,1.0,2.0,1.0,4.8, ,99.82,149.45608,1.09455,135.4468526,92.6513,8.59,24.05915,224.2,15.714167967,13.947306434,83.7225,96.93,297.80,40.0,16,0.94,90.00,0.938875744483,4.0,0.01,86.9,89.0,0.725138333378,0.751906938905,2.0,4.0,0.948613660567,0.95,15.05,0.02,18,0.344425049094,8.0, ,100.0,0.09455,100.0,297.80,6,4,425760323551.604,5467187.45348617
34,0,France,FR,France,FR,France,FR,FRA,85.92,92.49,89.16,76.1,99.27,99.56,88.4,82.74,99.59,86.85,79.06,91.14,86.03,81.5,61.16,75.72,5.0,8.0,8.46516460159,4.3,19.7350403192,100.00,100.0,98.6520037,0.469282884839,100.0,6.73,0.0,1.2,2.0,3.0,1.5,5.1, ,99.93,110.64401,1.0105,102.6131585,84.6945,23.83,25.68842,241.5,16.478134785,14.80341889,79.56355,99.52,186.89,38.0,14,0.83,80.00,0.786780453928,3.0,0.01,90.5,69.0,0.700372805534,0.718509148109,7.0,2.0,0.884922920085,0.88,14.04,0.08,75,0.522210826831,8.0, ,100.0,0.0105,100.0,186.89,9,5,563385611428.185,6019880.72078076
10,0,Georgia,GE,Georgia,GE,Georgia,GE,GEO,70.8,87.14,74.06,51.21,95.96,90.26,79.48,82.87,99.26,75.38,62.85,58.74,64.85,57.87,26.3,55.8,7.4,55.0,36.0557936312,11.9,21.3419884401,80.45,100.0,86.2561853,0.644013153175,100.0,4.92,43.23591711,2.7,2.0,2.0,2.0,11.8,99.76,98.58,103.68162,1.00239,128.9505963,47.56975964,27.96,19.39789,568.7,7.824908243,67.569024395,0.0,70.31,472.99,27.0,11,0.77,40.00,0.546791242047,3.0,0.14,55.1,57.0,0.429108158887,0.052458813476,8.1,2.0,0.527227403035, ,14.57,0.03,1,0.169822851457,55.0,99.00,100.0,0.00239,100.0,472.99,1,3,69267793994.5068,1670915.86533539
37,0,Germany,DE,Germany,DE,Germany,DE,DEU,88.5,94.46,89.78,81.26,99.36,99.75,89.03,89.71,97.85,91.06,78.62,91.6,92.75,84.83,73.64,73.84,5.0,8.0,6.17884246265,3.7,19.116037383,100.00,100.0,99.2191238,0.565814892923,100.0,6.44,0.0,0.9,2.0,2.0,1.0,4.3, ,99.80,102.6654,0.94383,116.7122833,87.5898,14.8,23.69408,249.3,10.418186139,22.883713245,95.3016,100.0,256.79,39.0,15,0.91,90.00,0.85875763673,3.0,0.0,80.6,81.0,0.781246957808,0.766371883547,4.8,3.0,0.900846524448,0.76,14.24,0.02,91,0.430355691033,8.0, ,100.0,0.05617,100.0,256.79,9,4,383104457568.229,4959539.96139582
11,0,Greece,GR,Greece,GR,Greece,GR,GRC,78.92,89.87,85.77,61.13,99.39,99.67,82.48,77.92,95.58,79.6,82.68,85.2,72.63,56.68,47.58,67.65,5.0,8.0,3.20355460893,4.6,13.1679381212,100.00,100.0,98.9755554,0.496453962892,100.0,5.26,0.0,0.1,2.0,3.0,2.5,9.1,95.29,96.79,106.49936,0.94444,112.9501854,66.835,30.35,23.96435,264.8,3.152373392,27.413538191,77.6235665,94.82,359.69,35.0,14,0.74,40.00,0.464621759557,3.0,0.04,59.3,44.0,0.429339506894,0.277877897235,5.1,2.0,0.801978362211,1.28,13.88,0.12,10,0.277441621188,8.0,95.29,100.0,0.05556,100.0,359.69,4,4,125717598866.696,7665988.24109014
23,0,Hungary,HU,Hungary,HU,Hungary,HU,HUN,77.32,90.06,80.67,61.22,99.16,98.9,80.45,81.75,98.3,82.03,62.64,79.71,63.72,65.9,50.96,64.32,5.0,8.0,16.5837134534,5.9,8.25677449242,98.34,100.0,97.9895365,0.549711873555,100.0,4.77,9.371960914,1.5,2.0,3.0,1.5,7.7,99.38,96.46,105.20377,1.00185,118.9116649,72.8347,28.17,20.25768,454.8,17.082341947,48.243178753,51.0991787744,100.0,271.24,29.0,13,0.58,45.00,0.514621118497,3.0,0.01,82.3,48.0,0.283705868896,0.284189920619,5.0,3.0,0.891895057754,0.77,13.91,0.03,9,0.446123049826,8.0,99.00,100.0,0.00185,100.0,271.24,4,4,96070873175.5913,1616914.02655663
172,0,Iceland,IS,Iceland,IS,Iceland,IS,ISL,90.27,94.96,89.06,86.81,99.54,99.6,87.15,93.55,98.13,93.7,83.32,81.07,92.41,87.17,93.04,74.61,5.0,8.0,3.49745707893,2.0,19.9068246244,100.00,100.0,98.7773515,0.408920486314,100.0,6.72,0.0,0.3,1.0,2.0,1.0,4.6, ,99.15,118.55641,1.04032,114.0145756,98.2,15.3,24.69433,183.2,8.740511839,12.415391393,60.06,66.04,210.17,38.0,16, ,90.00,0.943590817148,3.0,0.01,,78.0,0.869222781105,0.875964891146,1.3,4.0,0.984940034632,1.31,14.86,0.02,2,0.700267057653,8.0, ,100.0,0.04032,100.0,210.17,2,6,131902957229.375,4464103.05897309
174,0,Ireland,IE,Ireland,IE,Ireland,IE,IRL,88.91,93.03,87.86,85.86,99.23,95.34,87.82,89.72,98.85,89.98,80.49,82.11,93.09,83.71,86.21,80.42,5.0,8.0,7.69955589085,3.6,28.8375001132,97.88,97.8373335,90.4823206,0.500462186669,100.0,6.46,0.0,1.1,2.0,2.0,1.0,4.1, ,99.30,127.2033,1.02279,103.7054863,80.1224,12.4,24.13737,224.1,9.841717838,19.255207735,51.1074435,90.51,290.56,39.0,16, ,90.00,0.863148796222,4.0,0.0,79.5,73.0,0.847561314555,0.823134989781,1.6,3.0,0.956633937915,1.68,14.53,0.05,15,0.550654203774,8.0, ,100.0,0.02279,100.0,290.56,5,5,76272354561.8818,3002708.60400886
224,0,Israel,IL,Israel,IL,Israel,IL,ISR,80.61,90.95,87.1,63.78,99.27,100.0,83.23,81.28,99.06,81.56,84.04,83.74,77.8,71.68,32.56,73.06,5.0,8.0,5.24146497386,4.0,24.8764589168,100.00,100.0,100.0,0.322560082148,100.0,6.21,0.0,1.7,2.0,3.0,2.0,3.6, ,99.91,101.86365,1.01542,133.4675501,77.35208966,32.58,25.03127,205.7,7.327236381,22.190065647,94.27076,71.29,388.92,36.0,12, ,75.00,0.74595558938,2.0,0.03,68.5,64.0,0.313738575362,0.31176224195,9.8,1.0,0.869529935687,1.31,15.68,0.10,12,0.285466054033,8.0, ,100.0,0.01542,100.0,388.92,5,4,18926736952.7295,1090208.54102877
249,0,Italy,IT,Italy,IT,Italy,IT,ITA,82.62,89.1,88.3,70.46,99.5,99.84,84.94,72.1,98.99,79.81,84.81,89.58,79.67,66.14,63.66,72.38,5.0,8.0,3.68859649089,3.5,11.4011700928,99.95,100.0,99.5462677,0.486605352084,100.0,5.87,0.0,0.8,3.0,4.0,2.0,6.1,99.02,99.54,102.62494,0.97807,142.1177275,65.5716,28.93,25.07679,210.7,5.807906928,22.175598133,81.169,98.96,223.28,36.0,15,0.82,50.00,0.613989831177,4.0,0.0,66.0,47.0,0.633980181388,0.615618274439,5.0,2.0,0.921146809878,0.45,14.28,0.11,59,0.770142259324,8.0,99.00,100.0,0.02193,100.0,223.28,9,6,298634703738.125,6417309.35590787
